refactoring,file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
1,\DATASET\abfiles\r0\c17\after\ActiveFiltersPanelTest.java,mtgdeckbuilder.frontend.ActiveFiltersPanelTest,class,4,4,0,4,4,1,0,14,0,0.375,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,37,0,0,0,0,0,25,0,9,0,9,0,0,0,0,55,1,0
1,\DATASET\abfiles\r0\c17\after\TagViewerTest.java,mtgdeckbuilder.frontend.TagViewerTest,class,6,7,1,6,7,1,0,19,0,0.16666667,0.0,0.0,6,1,5,1,0,0,5,0,0,0,4,0,0,4,0,0,0,0,2,53,1,1,0,0,0,30,3,21,0,17,1,0,0,0,50,1,0
1,\DATASET\abfiles\r0\c17\after\TagTopicTest.java,mtgdeckbuilder.frontend.topics.TagTopicTest,class,4,4,0,4,5,1,0,13,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,33,0,0,0,0,0,18,8,3,0,3,0,0,0,0,22,1,0
1,\DATASET\abfiles\r0\c17\after\TagAddPanel.java,mtgdeckbuilder.frontend.TagAddPanel$Anonymous1,anonymous,1,1,0,1,2,1,0,5,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,-1,0
1,\DATASET\abfiles\r0\c17\after\TagTopic.java,mtgdeckbuilder.frontend.topics.TagTopic,class,1,13,12,1,9,1,0,5,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,32,0,4,0,0,0,0,0,1,0,1,1,0,1,0,14,1,0
1,\DATASET\abfiles\r0\c17\after\NewFilterPanelTest.java,mtgdeckbuilder.frontend.NewFilterPanelTest,class,4,4,0,4,2,1,0,12,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,20,0,0,0,0,0,7,2,7,0,7,0,0,0,0,37,1,0
1,\DATASET\abfiles\r0\c17\after\AddFilterTopic.java,mtgdeckbuilder.frontend.topics.AddFilterTopic$Subscriber,interface,1,1,0,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
1,\DATASET\abfiles\r0\c17\after\TagAddPanel.java,mtgdeckbuilder.frontend.TagAddPanel,class,4,7,3,4,4,5,0,8,0,0.375,,,4,0,1,3,0,0,1,0,0,0,4,0,0,4,0,0,4,0,0,38,0,0,0,0,0,3,2,5,0,5,0,1,0,0,23,1,0
1,\DATASET\abfiles\r0\c17\after\ActiveFiltersPanel.java,mtgdeckbuilder.frontend.ActiveFiltersPanel$Anonymous1,anonymous,0,0,0,0,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
1,\DATASET\abfiles\r0\c17\after\CardTaggingPanelTest.java,mtgdeckbuilder.frontend.CardTaggingPanelTest,class,8,9,1,8,8,1,0,26,0,0.6190476,0.0,0.0,7,1,6,1,0,0,6,0,0,0,9,5,0,9,0,0,5,0,2,55,1,1,0,0,0,17,3,19,0,19,1,0,0,0,74,1,0
1,\DATASET\abfiles\r0\c17\after\TagTopic.java,mtgdeckbuilder.frontend.topics.TagTopic$Subscriber,interface,0,0,0,0,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
1,\DATASET\abfiles\r0\c17\after\NewFilterPanel.java,mtgdeckbuilder.frontend.NewFilterPanel$Anonymous1,anonymous,4,4,0,4,1,1,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,-1,0
1,\DATASET\abfiles\r0\c17\after\TagViewer.java,mtgdeckbuilder.frontend.TagViewer,class,6,9,3,6,10,5,0,20,18,0.7555555,0.0,0.0,9,0,5,4,0,0,5,0,0,0,5,0,0,5,0,0,5,0,0,58,0,1,0,0,0,1,4,9,0,7,1,1,0,0,36,1,0
1,\DATASET\abfiles\r0\c17\after\AddFilterTopicTest.java,mtgdeckbuilder.frontend.topics.AddFilterTopicTest,class,4,4,0,4,1,1,0,7,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,14,0,0,0,0,0,1,2,4,0,4,0,0,0,0,21,1,0
1,\DATASET\abfiles\r0\c17\after\MainFrame.java,mtgdeckbuilder.frontend.MainFrame,class,19,20,1,19,3,6,0,18,1,0.4074074,,,3,0,1,2,0,0,1,0,0,0,9,0,0,9,0,0,9,0,0,66,0,0,0,0,0,2,6,17,0,17,0,2,0,0,72,1,0
1,\DATASET\abfiles\r0\c17\after\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel$Anonymous2,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
1,\DATASET\abfiles\r0\c17\after\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
1,\DATASET\abfiles\r0\c17\after\MainFrame.java,mtgdeckbuilder.frontend.MainFrame$Anonymous1,anonymous,0,0,0,0,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
1,\DATASET\abfiles\r0\c17\after\MainFrame.java,mtgdeckbuilder.frontend.MainFrame$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
1,\DATASET\abfiles\r0\c17\after\TagViewer.java,mtgdeckbuilder.frontend.TagViewer$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
1,\DATASET\abfiles\r0\c17\after\AddFilterTopic.java,mtgdeckbuilder.frontend.topics.AddFilterTopic,class,2,9,7,2,3,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,14,0,1,0,0,0,0,0,1,0,1,1,0,1,0,9,1,0
1,\DATASET\abfiles\r0\c17\after\NewFilterPanel.java,mtgdeckbuilder.frontend.NewFilterPanel,class,5,8,3,5,4,5,0,12,0,0.15,,,4,0,1,3,0,0,1,0,0,0,5,0,0,5,0,0,5,0,0,47,0,0,0,0,0,5,2,7,0,7,0,1,0,0,27,1,0
1,\DATASET\abfiles\r0\c17\after\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel,class,6,9,3,6,9,5,0,13,18,0.72222227,0.0,0.0,9,1,5,4,0,0,5,0,0,0,6,0,0,6,0,0,6,0,1,59,1,0,0,0,0,5,0,6,0,6,0,2,0,0,34,1,0
1,\DATASET\abfiles\r0\c17\after\ActiveFiltersPanel.java,mtgdeckbuilder.frontend.ActiveFiltersPanel,class,5,8,3,5,4,5,0,16,0,0.5,0.0,0.0,4,0,3,1,0,0,3,0,0,0,4,0,0,4,0,0,3,0,0,49,1,0,0,0,0,6,10,10,3,7,0,1,0,0,34,1,0
1,\DATASET\abfiles\r0\c17\after\TagAddPanelTest.java,mtgdeckbuilder.frontend.TagAddPanelTest,class,5,6,1,5,10,1,0,16,13,0.7428571,0.0,0.0,10,0,8,2,0,0,8,0,0,0,7,4,0,7,0,0,4,0,0,54,0,0,0,0,0,13,2,12,0,12,0,0,0,0,74,1,0
0,\DATASET\abfiles\r0\c17\before\ActiveFiltersPanelTest.java,mtgdeckbuilder.frontend.ActiveFiltersPanelTest,class,4,4,0,4,4,1,0,14,0,0.375,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,37,0,0,0,0,0,25,0,9,0,9,0,0,0,0,55,1,0
0,\DATASET\abfiles\r0\c17\before\TagViewerTest.java,mtgdeckbuilder.frontend.TagViewerTest,class,6,7,1,6,7,1,0,19,0,0.16666667,0.0,0.0,6,1,5,1,0,0,5,0,0,0,4,0,0,4,0,0,0,0,2,53,1,1,0,0,0,30,3,21,0,17,1,0,0,0,50,1,0
0,\DATASET\abfiles\r0\c17\before\TagAddPanel.java,mtgdeckbuilder.frontend.TagAddPanel$Anonymous1,anonymous,1,1,0,1,2,1,0,5,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,-1,0
0,\DATASET\abfiles\r0\c17\before\AddFilterTopic.java,mtgdeckbuilder.topics.AddFilterTopic,class,2,9,7,2,3,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,14,0,1,0,0,0,0,0,1,0,1,1,0,1,0,9,1,0
0,\DATASET\abfiles\r0\c17\before\AddFilterTopicTest.java,mtgdeckbuilder.topics.AddFilterTopicTest,class,4,4,0,4,1,1,0,7,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,14,0,0,0,0,0,1,2,4,0,4,0,0,0,0,21,1,0
0,\DATASET\abfiles\r0\c17\before\NewFilterPanelTest.java,mtgdeckbuilder.frontend.NewFilterPanelTest,class,4,4,0,4,2,1,0,12,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,20,0,0,0,0,0,7,2,7,0,7,0,0,0,0,37,1,0
0,\DATASET\abfiles\r0\c17\before\TagAddPanel.java,mtgdeckbuilder.frontend.TagAddPanel,class,4,7,3,4,4,5,0,8,0,0.375,,,4,0,1,3,0,0,1,0,0,0,4,0,0,4,0,0,4,0,0,38,0,0,0,0,0,3,2,5,0,5,0,1,0,0,23,1,0
0,\DATASET\abfiles\r0\c17\before\ActiveFiltersPanel.java,mtgdeckbuilder.frontend.ActiveFiltersPanel$Anonymous1,anonymous,0,0,0,0,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
0,\DATASET\abfiles\r0\c17\before\CardTaggingPanelTest.java,mtgdeckbuilder.frontend.CardTaggingPanelTest,class,8,9,1,8,8,1,0,26,0,0.6190476,0.0,0.0,7,1,6,1,0,0,6,0,0,0,9,5,0,9,0,0,5,0,2,55,1,1,0,0,0,17,3,19,0,19,1,0,0,0,74,1,0
0,\DATASET\abfiles\r0\c17\before\NewFilterPanel.java,mtgdeckbuilder.frontend.NewFilterPanel$Anonymous1,anonymous,4,4,0,4,1,1,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,-1,0
0,\DATASET\abfiles\r0\c17\before\TagViewer.java,mtgdeckbuilder.frontend.TagViewer,class,6,9,3,6,10,5,0,20,18,0.7555555,0.0,0.0,9,0,5,4,0,0,5,0,0,0,5,0,0,5,0,0,5,0,0,58,0,1,0,0,0,1,4,9,0,7,1,1,0,0,36,1,0
0,\DATASET\abfiles\r0\c17\before\MainFrame.java,mtgdeckbuilder.frontend.MainFrame,class,19,20,1,19,3,6,0,18,1,0.4074074,,,3,0,1,2,0,0,1,0,0,0,9,0,0,9,0,0,9,0,0,66,0,0,0,0,0,2,6,17,0,17,0,2,0,0,72,1,0
0,\DATASET\abfiles\r0\c17\before\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel$Anonymous2,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
0,\DATASET\abfiles\r0\c17\before\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
0,\DATASET\abfiles\r0\c17\before\TagTopic.java,mtgdeckbuilder.topics.TagTopic$Subscriber,interface,0,0,0,0,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
0,\DATASET\abfiles\r0\c17\before\MainFrame.java,mtgdeckbuilder.frontend.MainFrame$Anonymous1,anonymous,0,0,0,0,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
0,\DATASET\abfiles\r0\c17\before\MainFrame.java,mtgdeckbuilder.frontend.MainFrame$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
0,\DATASET\abfiles\r0\c17\before\TagTopicTest.java,mtgdeckbuilder.topics.TagTopicTest,class,4,4,0,4,5,1,0,13,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,33,0,0,0,0,0,18,8,3,0,3,0,0,0,0,22,1,0
0,\DATASET\abfiles\r0\c17\before\TagTopic.java,mtgdeckbuilder.topics.TagTopic,class,1,13,12,1,9,1,0,5,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,32,0,4,0,0,0,0,0,1,0,1,1,0,1,0,14,1,0
0,\DATASET\abfiles\r0\c17\before\TagViewer.java,mtgdeckbuilder.frontend.TagViewer$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
0,\DATASET\abfiles\r0\c17\before\AddFilterTopic.java,mtgdeckbuilder.topics.AddFilterTopic$Subscriber,interface,1,1,0,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
0,\DATASET\abfiles\r0\c17\before\NewFilterPanel.java,mtgdeckbuilder.frontend.NewFilterPanel,class,5,8,3,5,4,5,0,12,0,0.15,,,4,0,1,3,0,0,1,0,0,0,5,0,0,5,0,0,5,0,0,47,0,0,0,0,0,5,2,7,0,7,0,1,0,0,27,1,0
0,\DATASET\abfiles\r0\c17\before\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel,class,6,9,3,6,9,5,0,13,18,0.72222227,0.0,0.0,9,1,5,4,0,0,5,0,0,0,6,0,0,6,0,0,6,0,1,59,1,0,0,0,0,5,0,6,0,6,0,2,0,0,34,1,0
0,\DATASET\abfiles\r0\c17\before\ActiveFiltersPanel.java,mtgdeckbuilder.frontend.ActiveFiltersPanel,class,5,8,3,5,4,5,0,16,0,0.5,0.0,0.0,4,0,3,1,0,0,3,0,0,0,4,0,0,4,0,0,3,0,0,49,1,0,0,0,0,6,10,10,3,7,0,1,0,0,34,1,0
0,\DATASET\abfiles\r0\c17\before\TagAddPanelTest.java,mtgdeckbuilder.frontend.TagAddPanelTest,class,5,6,1,5,10,1,0,16,13,0.7428571,0.0,0.0,10,0,8,2,0,0,8,0,0,0,7,4,0,7,0,0,4,0,0,54,0,0,0,0,0,13,2,12,0,12,0,0,0,0,74,1,0
1,\DATASET\abfiles\r0\c18\after\ActiveFiltersPanelTest.java,mtgdeckbuilder.frontend.ActiveFiltersPanelTest,class,4,4,0,4,4,1,0,14,0,0.375,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,37,0,0,0,0,0,25,0,9,0,9,0,0,0,0,55,1,0
1,\DATASET\abfiles\r0\c18\after\TagViewerTest.java,mtgdeckbuilder.frontend.TagViewerTest,class,6,7,1,6,7,1,0,19,0,0.16666667,0.0,0.0,6,1,5,1,0,0,5,0,0,0,4,0,0,4,0,0,0,0,2,53,1,1,0,0,0,30,3,21,0,17,1,0,0,0,50,1,0
1,\DATASET\abfiles\r0\c18\after\TagTopicTest.java,mtgdeckbuilder.frontend.topics.TagTopicTest,class,4,4,0,4,5,1,0,13,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,33,0,0,0,0,0,18,8,3,0,3,0,0,0,0,22,1,0
1,\DATASET\abfiles\r0\c18\after\TagAddPanel.java,mtgdeckbuilder.frontend.TagAddPanel$Anonymous1,anonymous,1,1,0,1,2,1,0,5,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,-1,0
1,\DATASET\abfiles\r0\c18\after\TagTopic.java,mtgdeckbuilder.frontend.topics.TagTopic,class,1,13,12,1,9,1,0,5,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,32,0,4,0,0,0,0,0,1,0,1,1,0,1,0,14,1,0
1,\DATASET\abfiles\r0\c18\after\NewFilterPanelTest.java,mtgdeckbuilder.frontend.NewFilterPanelTest,class,4,4,0,4,2,1,0,12,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,20,0,0,0,0,0,7,2,7,0,7,0,0,0,0,37,1,0
1,\DATASET\abfiles\r0\c18\after\AddFilterTopic.java,mtgdeckbuilder.frontend.topics.AddFilterTopic$Subscriber,interface,1,1,0,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
1,\DATASET\abfiles\r0\c18\after\TagAddPanel.java,mtgdeckbuilder.frontend.TagAddPanel,class,4,7,3,4,4,5,0,8,0,0.375,,,4,0,1,3,0,0,1,0,0,0,4,0,0,4,0,0,4,0,0,38,0,0,0,0,0,3,2,5,0,5,0,1,0,0,23,1,0
1,\DATASET\abfiles\r0\c18\after\ActiveFiltersPanel.java,mtgdeckbuilder.frontend.ActiveFiltersPanel$Anonymous1,anonymous,0,0,0,0,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
1,\DATASET\abfiles\r0\c18\after\CardTaggingPanelTest.java,mtgdeckbuilder.frontend.CardTaggingPanelTest,class,8,9,1,8,8,1,0,26,0,0.6190476,0.0,0.0,7,1,6,1,0,0,6,0,0,0,9,5,0,9,0,0,5,0,2,55,1,1,0,0,0,17,3,19,0,19,1,0,0,0,74,1,0
1,\DATASET\abfiles\r0\c18\after\TagTopic.java,mtgdeckbuilder.frontend.topics.TagTopic$Subscriber,interface,0,0,0,0,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
1,\DATASET\abfiles\r0\c18\after\NewFilterPanel.java,mtgdeckbuilder.frontend.NewFilterPanel$Anonymous1,anonymous,4,4,0,4,1,1,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,-1,0
1,\DATASET\abfiles\r0\c18\after\TagViewer.java,mtgdeckbuilder.frontend.TagViewer,class,6,9,3,6,10,5,0,20,18,0.7555555,0.0,0.0,9,0,5,4,0,0,5,0,0,0,5,0,0,5,0,0,5,0,0,58,0,1,0,0,0,1,4,9,0,7,1,1,0,0,36,1,0
1,\DATASET\abfiles\r0\c18\after\AddFilterTopicTest.java,mtgdeckbuilder.frontend.topics.AddFilterTopicTest,class,4,4,0,4,1,1,0,7,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,14,0,0,0,0,0,1,2,4,0,4,0,0,0,0,21,1,0
1,\DATASET\abfiles\r0\c18\after\MainFrame.java,mtgdeckbuilder.frontend.MainFrame,class,19,20,1,19,3,6,0,18,1,0.4074074,,,3,0,1,2,0,0,1,0,0,0,9,0,0,9,0,0,9,0,0,66,0,0,0,0,0,2,6,17,0,17,0,2,0,0,72,1,0
1,\DATASET\abfiles\r0\c18\after\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel$Anonymous2,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
1,\DATASET\abfiles\r0\c18\after\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
1,\DATASET\abfiles\r0\c18\after\MainFrame.java,mtgdeckbuilder.frontend.MainFrame$Anonymous1,anonymous,0,0,0,0,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
1,\DATASET\abfiles\r0\c18\after\MainFrame.java,mtgdeckbuilder.frontend.MainFrame$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
1,\DATASET\abfiles\r0\c18\after\TagViewer.java,mtgdeckbuilder.frontend.TagViewer$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
1,\DATASET\abfiles\r0\c18\after\AddFilterTopic.java,mtgdeckbuilder.frontend.topics.AddFilterTopic,class,2,9,7,2,3,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,14,0,1,0,0,0,0,0,1,0,1,1,0,1,0,9,1,0
1,\DATASET\abfiles\r0\c18\after\NewFilterPanel.java,mtgdeckbuilder.frontend.NewFilterPanel,class,5,8,3,5,4,5,0,12,0,0.15,,,4,0,1,3,0,0,1,0,0,0,5,0,0,5,0,0,5,0,0,47,0,0,0,0,0,5,2,7,0,7,0,1,0,0,27,1,0
1,\DATASET\abfiles\r0\c18\after\CardTaggingPanel.java,mtgdeckbuilder.frontend.CardTaggingPanel,class,6,9,3,6,9,5,0,13,18,0.72222227,0.0,0.0,9,1,5,4,0,0,5,0,0,0,6,0,0,6,0,0,6,0,1,59,1,0,0,0,0,5,0,6,0,6,0,2,0,0,34,1,0
1,\DATASET\abfiles\r0\c18\after\ActiveFiltersPanel.java,mtgdeckbuilder.frontend.ActiveFiltersPanel,class,5,8,3,5,4,5,0,16,0,0.5,0.0,0.0,4,0,3,1,0,0,3,0,0,0,4,0,0,4,0,0,3,0,0,49,1,0,0,0,0,6,10,10,3,7,0,1,0,0,34,1,0
1,\DATASET\abfiles\r0\c18\after\TagAddPanelTest.java,mtgdeckbuilder.frontend.TagAddPanelTest,class,5,6,1,5,10,1,0,16,13,0.7428571,0.0,0.0,10,0,8,2,0,0,8,0,0,0,7,4,0,7,0,0,4,0,0,54,0,0,0,0,0,13,2,12,0,12,0,0,0,0,74,1,0
0,\DATASET\abfiles\r0\c18\before\ActiveFiltersPanelTest.java,mtgdeckbuilder.frontend.ActiveFiltersPanelTest,class,4,4,0,4,4,1,0,14,0,0.375,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,37,0,0,0,0,0,25,0,9,0,9,0,0,0,0,55,1,0
0,\DATASET\abfiles\r0\c18\before\TagViewerTest.java,mtgdeckbuilder.frontend.TagViewerTest,class,6,7,1,6,7,1,0,19,0,0.16666667,0.0,0.0,6,1,5,1,0,0,5,0,0,0,4,0,0,4,0,0,0,0,2,53,1,1,0,0,0,30,3,21,0,17,1,0,0,0,50,1,0
0,\DATASET\abfiles\r0\c18\before\TagAddPanel.java,mtgdeckbuilder.frontend.TagAddPanel$Anonymous1,anonymous,1,1,0,1,2,1,0,5,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,-1,0
0,\DATASET\abfiles\r0\c18\before\AddFilterTopic.java,mtgdeckbuilder.topics.AddFilterTopic,class,2,9,7,2,3,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,14,0,1,0,0,0,0,0,1,0,1,1,0,1,0,9,1,0
0,\DATASET\abfiles\r0\c18\before\AddFilterTopicTest.java,mtgdeckbuilder.topics.AddFilterTopicTest,class,4,4,0,4,1,1,0,7,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,14,0,0,0,0,0,1,2,4,0,4,0,0,0,0,21,1,0
0,\DATASET\abfiles\r0\c18\before\NewFilterPanelTest.java,mtgdeckbuilder.frontend.NewFilterPanelTest,class,4,4,0,4,2,1,0,12,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,20,0,0,0,0,0,7,2,7,0,7,0,0,0,0,37,1,0
0,\DATASET\abfiles\r0\c18\before\TagAddPanel.java,mtgdeckbuilder.frontend.TagAddPanel,class,4,7,3,4,4,5,0,8,0,0.375,,,4,0,1,3,0,0,1,0,0,0,4,0,0,4,0,0,4,0,0,38,0,0,0,0,0,3,2,5,0,5,0,1,0,0,23,1,0
0,\DATASET\abfiles\r0\c18\before\ActiveFiltersPanel.java,mtgdeckbuilder.frontend.ActiveFiltersPanel$Anonymous1,anonymous,0,0,0,0,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
